name;rating;convenience;security;functionality;comment 
Йодль 64;2.0;5;2;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Овчарня 14;2.7;2;2;2;Это здание не имеет особых архитектурных особенностей.
Страусятник 26;4.2;1;4;5;Это здание имеет стандартную конструкцию.
Бункер 50;4.0;4;1;5;Это здание представляет собой типичный образец современной архитектуры.
Тенета 88;0.2;2;2;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Ресторан 83;3.1;5;3;4;Это здание является примером функционального дизайна.
Верблюжатник 38;1.9;5;4;1;Это здание представляет собой типичный образец современной архитектуры.
Усадьба 66;3.6;4;4;5;Это здание представляет собой типичный образец современной архитектуры.
Автомойка 77;0.9;2;3;4;Это здание является примером функционального дизайна.
Бункер 56;3.3;3;3;4;Это здание не имеет особых архитектурных особенностей.
Супермаркет 71;2.6;2;2;4;Это здание представляет собой типичный образец современной архитектуры.
Кафе 7;1.0;1;2;1;Это здание не имеет особых архитектурных особенностей.
Жилой дом 21;4.8;2;4;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Музей 56;2.6;5;5;4;Это великолепное здание!
Тенета 88;4.7;5;3;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Развязка 68;1.9;3;3;3;Это здание построено из стандартных строительных материалов.
Теплотрасса 2;1.9;3;1;2;Это здание является примером функционального дизайна.
Ресторан 74;2.6;5;3;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Дупло 86;0.4;2;3;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Водопровод 44;0.6;3;5;5;Это здание построено из стандартных строительных материалов.
Скворечник 79;1.3;2;4;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Котельная 42;4.0;1;4;4;Это здание имеет стандартную конструкцию.
Библиотека 12;1.3;3;4;4;У этого здания отличная архитектура.
Ресторан 83;4.1;3;4;3;Это здание не имеет особых архитектурных особенностей.
Котельная 38;0.4;4;2;1;Это здание построено из стандартных строительных материалов.
Отель 40;0.3;4;2;4;Это здание имеет стандартную конструкцию.
Коровник 63;4.3;4;4;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Магазин 6;0.5;3;4;3;Это здание построено из стандартных строительных материалов.
Водопровод 44;2.1;4;2;2;Мне нравится дизайн этого здания.
Фабрика 31;0.5;3;3;1;Это здание является примером функционального дизайна.
Коровник 63;3.0;2;2;3;Это здание представляет собой типичный образец современной архитектуры.
Стадион 6;5.0;1;5;5;Это великолепное здание!
Ресторан 83;0.4;4;4;5;Это здание не имеет особых архитектурных особенностей.
Овчарня 14;0.4;3;1;2;Это здание имеет стандартную конструкцию.
Бункер 56;3.7;3;3;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Пирс 41;3.4;2;3;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Муравейник 61;0.3;1;2;5;Это здание представляет собой типичный образец современной архитектуры.
Цирк 90;0.3;2;5;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Развязка 68;0.7;3;2;1;Это здание является примером функционального дизайна.
Супермаркет 19;4.0;3;4;5;Это здание не имеет особых архитектурных особенностей.
Канализация 48;1.8;3;1;4;Это здание очень функционально.
Магазин 6;4.8;4;2;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Верфь 4;3.0;2;2;2;Это здание представляет собой типичный образец современной архитектуры.
Музей 45;3.4;3;2;4;Это здание построено из стандартных строительных материалов.
Убежище 5;0.7;4;4;3;Это здание не имеет особых архитектурных особенностей.
Институт 33;4.0;1;2;5;Это великолепное здание!
Институт 92;0.2;4;2;4;Это здание построено из стандартных строительных материалов.
Переправа 60;4.3;3;4;2;Это здание имеет стандартную конструкцию.
Дворец 6;0.3;3;2;3;Это здание представляет собой типичный образец современной архитектуры.
Псарня 68;4.1;5;5;4;Это здание построено из стандартных строительных материалов.
Отель 58;1.1;1;5;5;Это здание прекрасно вписывается в окружающий ландшафт.
Убежище 5;0.1;5;1;3;Это здание построено из стандартных строительных материалов.
Верфь 4;0.1;3;2;2;Это здание представляет собой типичный образец современной архитектуры.
Фабрика 31;2.4;3;5;3;Это здание прекрасно вписывается в окружающий ландшафт.
Развязка 68;2.6;4;5;2;У этого здания отличная архитектура.
Кафе 7;3.1;5;1;1;Это здание построено из стандартных строительных материалов.
Волчатник 37;4.4;3;5;4;Это здание очень функционально.
Музей 56;4.6;3;4;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Бункер 50;1.4;4;2;5;Это здание построено из стандартных строительных материалов.
Борть 75;2.6;4;3;5;Это здание прекрасно вписывается в окружающий ландшафт.
Музей 45;4.2;1;4;3;Это здание имеет стандартную конструкцию.
Пирс 41;3.0;2;4;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Отель 91;4.4;2;5;4;Это здание имеет стандартную конструкцию.
Псарня 68;3.3;5;1;4;Это здание прекрасно вписывается в окружающий ландшафт.
Институт 92;4.1;2;2;1;Это здание представляет собой типичный образец современной архитектуры.
Йодль 64;4.4;2;2;3;У этого здания отличная архитектура.
Жилой дом 21;2.8;4;3;5;У этого здания отличная архитектура.
Библиотека 12;3.5;3;5;5;Это великолепное здание!
Ресторан 83;4.9;2;1;1;У этого здания отличная архитектура.
Башня 84;1.3;3;2;3;Это здание построено из стандартных строительных материалов.
Водопровод 77;2.3;5;2;3;Это великолепное здание!
Скворечник 79;3.5;4;4;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Верфь 4;3.1;4;4;5;Это здание является примером функционального дизайна.
Бункер 56;3.0;2;4;1;Это здание представляет собой типичный образец современной архитектуры.
Котельная 38;5.0;1;5;1;Это здание не имеет особых архитектурных особенностей.
Музей 45;1.5;1;4;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Шале 5;1.2;5;2;5;Это великолепное здание!
Усадьба 66;1.7;1;5;3;Это здание является примером функционального дизайна.
Водопровод 44;3.7;4;2;3;Это великолепное здание!
Улей 45;2.2;2;1;3;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Кафе 7;4.0;3;1;1;Это здание является примером функционального дизайна.
Канализация 48;3.1;2;3;4;Это здание не имеет особых архитектурных особенностей.
Усадьба 66;4.4;2;5;2;Это здание представляет собой типичный образец современной архитектуры.
Верфь 4;2.8;4;2;1;У этого здания отличная архитектура.
Фабрика 31;1.1;4;2;2;Это здание построено из стандартных строительных материалов.
Убежище 44;3.5;5;2;3;Это здание не имеет особых архитектурных особенностей.
Ресторан 83;3.9;5;4;2;Это здание очень функционально.
Усадьба 76;4.6;1;4;4;Мне нравится дизайн этого здания.
Дворец 6;3.7;5;1;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Улей 45;4.6;5;1;2;Это здание является примером функционального дизайна.
Ресторан 68;4.6;1;4;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Улей 45;1.7;2;2;4;Это здание имеет стандартную конструкцию.
Борть 75;4.3;1;5;3;Это здание имеет стандартную конструкцию.
Пирс 41;3.9;3;3;3;Это здание представляет собой типичный образец современной архитектуры.
Фабрика 31;3.7;5;1;1;Это здание имеет стандартную конструкцию.
Дворец 6;1.3;2;1;2;Это здание имеет стандартную конструкцию.
Силок 86;4.2;4;3;4;Это здание представляет собой типичный образец современной архитектуры.
Верфь 83;0.4;1;4;4;Это здание построено из стандартных строительных материалов.
Верфь 4;4.5;3;1;3;Это здание является примером функционального дизайна.
Отель 40;4.1;1;2;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Музей 45;4.1;4;1;5;Это здание очень функционально.
Теплотрасса 2;4.9;2;2;5;Это здание не имеет особых архитектурных особенностей.
Осатаник 76;0.1;1;4;4;Это здание прекрасно вписывается в окружающий ландшафт.
Отель 58;3.9;4;2;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Отель 91;3.0;1;2;2;Это здание не имеет особых архитектурных особенностей.
Шале 5;2.4;3;4;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Стадион 6;3.8;4;4;1;Это здание построено из стандартных строительных материалов.
Усадьба 7;2.0;2;1;3;Это здание построено из стандартных строительных материалов.
Ресторан 68;0.6;4;4;5;Это здание имеет стандартную конструкцию.
Лосятник 100;1.5;1;2;3;Это здание не имеет особых архитектурных особенностей.
Стадион 6;4.5;1;3;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Бункер 56;4.9;5;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Силок 86;1.8;1;5;2;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Убежище 5;2.9;5;1;1;Это здание не имеет особых архитектурных особенностей.
Музей 56;4.3;4;2;4;Это великолепное здание!
Теплотрасса 2;2.9;1;4;5;Это здание не имеет особых архитектурных особенностей.
Шале 42;1.4;3;4;5;Это здание имеет стандартную конструкцию.
Верблюжатник 38;0.7;1;3;3;Мне нравится дизайн этого здания.
Музей 45;2.8;3;4;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Институт 92;3.5;3;1;5;Это здание является примером функционального дизайна.
Шале 5;2.9;5;2;3;У этого здания отличная архитектура.
Институт 33;1.5;2;2;2;Это здание имеет стандартную конструкцию.
Музей 45;3.8;5;2;2;Это здание не имеет особых архитектурных особенностей.
Супермаркет 71;3.8;1;1;4;Это здание представляет собой типичный образец современной архитектуры.
Аэропорт 97;1.2;1;5;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Коровник 36;0.4;4;1;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Музей 56;2.9;2;4;3;Это здание не имеет особых архитектурных особенностей.
Шале 5;4.8;5;1;3;Это здание имеет стандартную конструкцию.
Бункер 56;4.7;5;5;5;Это здание представляет собой типичный образец современной архитектуры.
Коровник 63;3.3;5;3;3;Это великолепное здание!
Лосятник 100;4.4;1;5;2;У этого здания отличная архитектура.
Подвал 17;2.3;5;3;4;Это здание построено из стандартных строительных материалов.
Цирк 90;2.8;4;2;1;Это здание является примером функционального дизайна.
Шале 42;0.5;4;4;2;Это здание представляет собой типичный образец современной архитектуры.
Овчарня 14;2.3;5;5;3;Это здание очень функционально.
Верфь 83;0.5;2;3;1;Это здание имеет стандартную конструкцию.
Музей 56;0.4;5;5;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Псарня 68;3.5;3;3;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Супермаркет 19;0.7;5;2;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Волчатник 37;2.3;3;1;2;Это здание не имеет особых архитектурных особенностей.
Супермаркет 71;3.5;1;2;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Ресторан 68;4.4;3;1;1;Это великолепное здание!
Котельная 38;1.2;4;4;1;Мне нравится дизайн этого здания.
Усадьба 76;2.2;4;5;1;Это здание не имеет особых архитектурных особенностей.
Отель 58;3.4;3;4;4;Это здание является примером функционального дизайна.
Жилой дом 21;2.5;5;3;2;Это здание очень функционально.
Аэропорт 97;0.3;4;3;1;Это здание имеет стандартную конструкцию.
Усадьба 66;3.9;2;5;3;Это здание представляет собой типичный образец современной архитектуры.
Страусятник 41;2.0;4;5;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Котельная 42;3.0;1;3;2;У этого здания отличная архитектура.
Отель 40;4.2;2;4;4;Это здание построено из стандартных строительных материалов.
Лосятник 100;1.9;3;3;5;Это здание является примером функционального дизайна.
Дупло 86;1.6;3;4;3;У этого здания отличная архитектура.
Сеть 67;2.8;2;4;4;Это великолепное здание!
Дупло 86;4.6;5;1;4;Это здание имеет стандартную конструкцию.
Отель 58;1.9;3;3;4;У этого здания отличная архитектура.
Осатаник 76;1.5;2;1;1;Это здание построено из стандартных строительных материалов.
Убежище 44;3.4;4;4;4;Это здание является примером функционального дизайна.
Усадьба 76;2.2;3;2;3;Это здание имеет стандартную конструкцию.
Коровник 63;2.1;2;1;4;Это великолепное здание!
Отель 40;1.8;4;3;1;Это здание является примером функционального дизайна.
Бункер 56;0.2;4;4;5;Это здание представляет собой типичный образец современной архитектуры.
Стадион 6;4.4;1;5;4;Мне нравится дизайн этого здания.
Верфь 83;1.0;5;3;5;Это здание не имеет особых архитектурных особенностей.
Бункер 50;4.2;5;3;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Овчарня 14;4.0;2;1;1;Это здание не имеет особых архитектурных особенностей.
Шале 5;0.8;4;3;4;Это здание представляет собой типичный образец современной архитектуры.
Отель 58;4.5;3;5;4;Это здание представляет собой типичный образец современной архитектуры.
Овчарня 14;0.1;2;2;2;Это здание представляет собой типичный образец современной архитектуры.
Котельная 38;3.3;4;4;2;Это великолепное здание!
Улей 45;1.0;5;3;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Автомойка 77;2.7;3;2;4;Это здание построено из стандартных строительных материалов.
Виадук 17;4.2;2;5;1;Это здание построено из стандартных строительных материалов.
Шале 5;0.1;2;1;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Скворечник 79;4.3;4;3;5;Это здание не имеет особых архитектурных особенностей.
Убежище 5;3.3;2;4;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Псарня 68;3.4;4;3;2;Это великолепное здание!
Музей 56;4.3;4;5;4;Мне нравится дизайн этого здания.
Коровник 63;2.3;2;4;5;Это здание построено из стандартных строительных материалов.
Псарня 68;2.1;2;1;1;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Верфь 83;3.9;1;3;5;Мне нравится дизайн этого здания.
Магазин 6;3.6;3;3;2;Это здание имеет стандартную конструкцию.
Бункер 50;1.0;3;2;2;Это здание построено из стандартных строительных материалов.
Верфь 83;0.6;4;2;5;Это здание прекрасно вписывается в окружающий ландшафт.
Музей 56;3.4;4;1;3;Это здание имеет стандартную конструкцию.
Коровник 36;0.2;3;4;4;Это великолепное здание!
Дворец 6;4.2;1;5;2;Мне нравится дизайн этого здания.
Супермаркет 19;2.4;2;4;4;Это здание имеет стандартную конструкцию.
Музей 56;0.2;2;2;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Пандус 84;3.3;3;5;1;Это великолепное здание!
Цирк 90;1.5;5;4;2;Это здание представляет собой типичный образец современной архитектуры.
Верфь 83;3.5;3;4;1;Это здание представляет собой типичный образец современной архитектуры.
Улей 45;4.2;3;5;4;Это здание не имеет особых архитектурных особенностей.
Стадион 6;0.8;5;4;5;Это здание представляет собой типичный образец современной архитектуры.
Пандус 84;2.7;3;5;5;У этого здания отличная архитектура.
Гусятник 85;4.2;2;5;1;Это великолепное здание!
Аэропорт 97;1.6;3;3;1;Это здание имеет стандартную конструкцию.
Бункер 50;2.0;4;4;1;Это здание имеет стандартную конструкцию.
Страусятник 41;0.8;5;4;2;Это здание не имеет особых архитектурных особенностей.
Курятник 15;0.7;1;1;5;Это здание очень функционально.
Муравейник 61;0.8;2;2;2;Это здание прекрасно вписывается в окружающий ландшафт.
Виадук 17;2.7;5;2;1;Это великолепное здание!
Лосятник 100;1.6;5;1;1;Это здание представляет собой типичный образец современной архитектуры.
Автомойка 77;2.1;4;5;3;Это здание не имеет особых архитектурных особенностей.
Осатаник 76;3.8;2;2;2;Это здание не имеет особых архитектурных особенностей.
Ресторан 74;1.9;4;1;4;Это здание не имеет особых архитектурных особенностей.
Цирк 90;0.3;5;5;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Усадьба 7;1.9;4;4;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Стадион 6;1.9;1;4;1;У этого здания отличная архитектура.
Дворец 6;0.2;4;2;3;Это здание не имеет особых архитектурных особенностей.
Сеть 67;3.2;5;2;2;Это здание представляет собой типичный образец современной архитектуры.
Бункер 56;1.1;3;2;1;Это здание является примером функционального дизайна.
Супермаркет 71;1.4;2;2;4;Это здание представляет собой типичный образец современной архитектуры.
Отель 58;0.6;3;2;4;Это здание построено из стандартных строительных материалов.
Усадьба 76;3.2;3;3;2;Это здание является примером функционального дизайна.
Пандус 84;2.6;5;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Усадьба 66;1.4;3;5;4;Это здание имеет стандартную конструкцию.
Сеть 67;2.9;1;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Курятник 15;2.6;2;4;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Борть 75;2.3;1;4;4;Это здание не имеет особых архитектурных особенностей.
Переправа 20;1.8;4;2;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Канализация 48;2.5;1;2;1;Это здание очень функционально.
Отель 58;0.1;2;5;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Водопровод 77;4.8;4;5;4;Мне нравится дизайн этого здания.
Отель 40;2.6;2;1;5;Это здание представляет собой типичный образец современной архитектуры.
Парк 39;4.0;3;1;2;Это здание не имеет особых архитектурных особенностей.
Силок 86;1.1;1;2;5;Это здание представляет собой типичный образец современной архитектуры.
Цирк 90;2.3;1;2;3;Это здание построено из стандартных строительных материалов.
Лосятник 100;2.2;5;2;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Водопровод 77;2.9;4;2;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Силок 86;2.4;3;1;1;Это здание прекрасно вписывается в окружающий ландшафт.
Теплотрасса 2;1.0;5;1;5;Это здание очень функционально.
Отель 58;1.7;3;1;5;Это здание имеет стандартную конструкцию.
Канализация 78;0.8;1;2;3;Это здание не имеет особых архитектурных особенностей.
Скворечник 79;3.1;4;2;1;Это здание имеет стандартную конструкцию.
Водопровод 44;3.0;5;1;2;Это здание очень функционально.
Овчарня 14;1.5;1;1;1;Это здание не имеет особых архитектурных особенностей.
Лосятник 100;1.6;3;5;2;Мне нравится дизайн этого здания.
Ресторан 74;1.7;3;3;1;Это здание имеет стандартную конструкцию.
Страусятник 41;2.6;4;5;4;Это здание не имеет особых архитектурных особенностей.
Верфь 83;4.1;3;1;2;Это здание построено из стандартных строительных материалов.
Овчарня 14;0.6;3;3;1;Это здание очень функционально.
Музей 45;0.3;5;5;3;Это здание является примером функционального дизайна.
Шале 5;1.8;4;5;5;Это здание очень функционально.
Осатаник 76;0.5;4;3;2;Это здание является примером функционального дизайна.
Музей 45;0.4;3;4;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Шале 5;4.0;2;1;5;Это здание имеет стандартную конструкцию.
Верблюжатник 38;2.1;3;5;5;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Парк 39;1.0;4;4;1;Это здание представляет собой типичный образец современной архитектуры.
Овчарня 14;3.5;3;1;3;Это здание представляет собой типичный образец современной архитектуры.
Развязка 68;2.9;2;2;4;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Страусятник 41;4.0;3;3;5;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Усадьба 76;3.3;3;3;3;Это здание представляет собой типичный образец современной архитектуры.
Псарня 68;1.4;4;4;3;Мне нравится дизайн этого здания.
Муравейник 61;1.1;5;4;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Ресторан 68;0.9;3;4;3;Это великолепное здание!
Аэропорт 97;2.7;5;5;4;Это здание не имеет особых архитектурных особенностей.
Коровник 36;5.0;5;3;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Подвал 17;1.3;1;5;2;Это здание не имеет особых архитектурных особенностей.
Верфь 83;1.1;4;1;2;Это здание не имеет особых архитектурных особенностей.
Теплотрасса 2;4.6;2;2;2;Это здание имеет стандартную конструкцию.
Водопровод 77;1.9;3;5;2;Это здание представляет собой типичный образец современной архитектуры.
Музей 45;1.7;1;4;3;Это здание очень функционально.
Канализация 48;2.1;3;3;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Верблюжатник 38;4.1;2;3;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Йодль 64;2.0;4;5;4;Это здание представляет собой типичный образец современной архитектуры.
Переправа 60;2.8;5;3;5;Это здание имеет стандартную конструкцию.
Дворец 6;1.4;5;5;2;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Супермаркет 19;1.4;4;5;1;Это здание представляет собой типичный образец современной архитектуры.
Стадион 6;3.7;3;4;2;Это здание представляет собой типичный образец современной архитектуры.
Теплотрасса 2;3.5;5;5;2;Это великолепное здание!
Овчарня 14;2.0;3;4;1;Это здание имеет стандартную конструкцию.
Коровник 63;1.9;1;2;3;Мне нравится дизайн этого здания.
Музей 45;2.7;5;5;4;Это здание не имеет особых архитектурных особенностей.
Коровник 36;2.0;5;4;4;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Осатаник 76;1.2;5;4;4;Мне нравится дизайн этого здания.
Отель 91;1.9;3;4;5;Это здание является примером функционального дизайна.
Скворечник 79;0.1;3;3;2;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Газопровод 65;4.3;1;3;5;Это здание прекрасно вписывается в окружающий ландшафт.
Подвал 17;3.6;2;3;2;Это здание построено из стандартных строительных материалов.
Канализация 48;0.3;5;5;5;Это здание прекрасно вписывается в окружающий ландшафт.
Верфь 83;3.9;5;5;4;Это здание имеет стандартную конструкцию.
Сеть 42;2.6;4;1;5;Это здание является примером функционального дизайна.
Парк 39;2.5;1;4;4;Это здание является примером функционального дизайна.
Убежище 44;0.2;2;1;1;Это здание не имеет особых архитектурных особенностей.
Теплотрасса 2;0.9;1;3;1;Это здание построено из стандартных строительных материалов.
Институт 33;2.4;3;1;5;Это здание построено из стандартных строительных материалов.
Цирк 90;2.2;5;5;5;Это здание подходит для различных видов использования, таких как жилые комплексы, офисные здания или торговые центры.
Коровник 36;0.3;1;1;3;Это здание не имеет особых архитектурных особенностей.
Котельная 42;2.1;1;4;5;Мне нравится дизайн этого здания.
Магазин 6;4.3;2;4;2;Это здание имеет стандартную конструкцию.
Подвал 17;3.5;2;4;1;Это здание является примером функционального дизайна.
Осатаник 76;1.1;4;5;3;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Музей 45;2.7;3;5;3;Это здание не имеет особых архитектурных особенностей.
Осатаник 76;2.8;5;1;4;Это здание представляет собой типичный образец современной архитектуры.
Коровник 36;4.3;1;1;4;Это великолепное здание!
Дворец 6;4.9;5;3;4;Это здание является примером функционального дизайна.
Переправа 20;1.3;1;3;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Страусятник 26;2.4;2;1;3;Это здание не имеет особых архитектурных особенностей.
Верфь 4;2.3;4;2;2;Мне нравится дизайн этого здания.
Канализация 78;3.0;5;4;1;Это великолепное здание!
Библиотека 12;1.9;4;4;1;Это здание очень функционально.
Усадьба 76;3.6;2;3;3;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Автомойка 77;2.5;3;1;3;Это здание представляет собой типичный образец современной архитектуры.
Фабрика 31;3.7;4;1;4;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Лосятник 100;3.8;5;4;1;Это здание построено из стандартных строительных материалов.
Борть 75;4.8;2;1;3;Мне нравится дизайн этого здания.
Эскалатор 57;2.5;2;2;3;Это здание является примером функционального дизайна.
Дупло 86;0.2;2;3;2;Это здание построено из стандартных строительных материалов.
Пирс 41;0.7;4;4;2;Это здание имеет стандартную конструкцию.
Парк 39;4.9;1;3;3;Это здание прекрасно вписывается в окружающий ландшафт.
Котельная 38;2.2;4;3;1;Это здание прекрасно вписывается в окружающий ландшафт.
Страусятник 26;4.0;3;5;4;Это великолепное здание!
Кафе 7;2.7;3;2;1;Это здание расположено в удобном месте, рядом с транспортными магистралями и инфраструктурой.
Башня 84;5.0;4;2;1;Это здание находится в хорошем состоянии и не требует значительных ремонтных работ.
Овчарня 14;1.6;4;4;4;Это здание имеет стандартную конструкцию.
Верфь 83;4.6;5;3;2;Это здание очень функционально.
Усадьба 76;3.8;1;2;5;Это здание не имеет особых архитектурных особенностей.
Водопровод 77;3.3;2;2;5;Это здание представляет собой типичный образец современной архитектуры.
